steps,rollout,mean_return,mean_episode_length,policy_loss,value_loss,entropy,sr_loss,grad_norm
183296,716,25.89,550.0,-0.002261,0.368306,1.097213,0.051284,0.124734
183552,717,25.89,550.0,-0.002972,0.244486,1.097111,0.049088,0.141781
183808,718,25.86,550.0,-0.015409,0.308935,1.097158,0.050266,0.736458
184064,719,25.86,550.0,0.013193,0.334482,1.097173,0.048739,0.611795
184320,720,25.92,550.0,-0.01131,0.366347,1.097176,0.049011,0.554007
184576,721,25.92,550.0,0.003339,0.251235,1.09737,0.049259,0.157949
184832,722,25.97,550.0,0.015631,0.583997,1.097386,0.049779,0.700003
185088,723,25.97,550.0,0.03694,0.72848,1.097506,0.049417,1.758271
185344,724,25.97,550.0,-0.032073,0.473511,1.0977,0.051285,1.574893
185600,725,26.0,550.0,-0.008205,0.462405,1.097538,0.04953,0.401263
185856,726,26.0,550.0,-0.003889,0.241618,1.097684,0.049107,0.169732
186112,727,26.01,550.0,-0.008872,0.36408,1.097786,0.050746,0.439837
186368,728,26.01,550.0,-0.019943,0.396079,1.097907,0.050038,0.935695
186624,729,26.02,550.0,-0.008691,0.267399,1.09784,0.049162,0.401638
186880,730,26.02,550.0,-0.006017,0.404735,1.098087,0.050395,0.290353
187136,731,26.02,550.0,-0.002188,0.256665,1.09801,0.048928,0.113089
187392,732,26.02,550.0,0.017726,0.387633,1.098205,0.050175,0.811747
187648,733,26.01,550.0,-0.032021,0.392033,1.098192,0.050476,1.406311
187904,734,26.01,550.0,-0.000432,0.344828,1.098246,0.049101,0.032244
188160,735,25.97,550.0,-0.009859,0.34022,1.098266,0.049987,0.461115
188416,736,25.97,550.0,0.021036,0.354813,1.098296,0.048219,0.915051
188672,737,25.96,550.0,-0.011129,0.39185,1.098228,0.046565,0.455269
188928,738,25.96,550.0,0.038028,0.671113,1.098321,0.047334,1.621832
189184,739,25.96,550.0,0.00792,0.305551,1.098417,0.049552,0.341117
189440,740,25.97,550.0,-0.02541,0.349835,1.098316,0.047771,1.033301
189696,741,25.97,550.0,0.040574,0.597431,1.098387,0.04848,1.724327
189952,742,25.9,550.0,-0.00609,0.239903,1.098353,0.04871,0.266475
190208,743,25.9,550.0,0.009895,0.418709,1.098369,0.047502,0.41487
190464,744,25.91,550.0,-0.003216,0.326635,1.098327,0.047433,0.149876
190720,745,25.91,550.0,0.00169,0.264079,1.098459,0.050142,0.072886
190976,746,25.96,550.0,0.00103,0.349864,1.098345,0.04774,0.04054
191232,747,25.96,550.0,0.038843,0.646825,1.098428,0.049122,1.661961
191488,748,26.03,550.0,-0.000377,0.479968,1.098303,0.046742,0.047593
191744,749,26.03,550.0,-0.021043,0.376671,1.098423,0.048884,0.893752
192000,750,25.96,550.0,-0.037978,0.527479,1.098377,0.048893,1.618979
192256,751,25.96,550.0,0.020942,0.50717,1.098385,0.047251,0.842395
192512,752,25.99,550.0,0.014682,0.388143,1.098396,0.049235,0.61684
192768,753,25.99,550.0,-0.009759,0.318457,1.098434,0.048495,0.416459
193024,754,25.99,550.0,0.019934,0.784367,1.098439,0.049115,0.848786
193280,755,25.97,550.0,0.058455,1.158969,1.098363,0.047987,2.390626
193536,756,25.97,550.0,0.049015,0.832858,1.098408,0.048141,2.09671
193792,757,26.09,550.0,-0.009558,0.550643,1.098403,0.049492,0.434395
194048,758,26.09,550.0,-0.00542,0.17986,1.098466,0.050547,0.241905
194304,759,26.09,550.0,0.00556,0.21972,1.098368,0.048304,0.228354
194560,760,26.09,550.0,-0.001314,0.211425,1.098443,0.049703,0.062626
194816,761,26.03,550.0,-0.016045,0.316794,1.098388,0.048714,0.701775
195072,762,26.03,550.0,-0.017902,0.429787,1.098437,0.049284,0.742939
195328,763,25.93,550.0,-0.015662,0.416493,1.098374,0.047042,0.678075
195584,764,25.93,550.0,-0.023043,0.299906,1.098419,0.047497,0.984572
195840,765,25.92,550.0,-0.008968,0.221878,1.098377,0.047771,0.392438
196096,766,25.92,550.0,0.041125,0.783211,1.098401,0.047848,1.677217
196352,767,25.96,550.0,0.009358,0.27338,1.098402,0.048474,0.390311
196608,768,25.96,550.0,-0.001009,0.217643,1.098384,0.047876,0.043608
196864,769,25.96,550.0,0.013738,0.456312,1.098406,0.04802,0.574012
197120,770,26.0,550.0,0.016897,0.496499,1.098365,0.048706,0.667599
197376,771,26.0,550.0,0.025732,0.542576,1.098407,0.049369,1.087888
197632,772,26.04,550.0,0.024841,0.347751,1.098353,0.047822,1.044244
197888,773,26.04,550.0,-0.025706,0.280706,1.098422,0.048132,1.035068
198144,774,26.0,550.0,-0.005468,0.509121,1.098366,0.049014,0.251967
198400,775,26.0,550.0,0.012293,0.448742,1.098434,0.049887,0.529535
198656,776,26.02,550.0,-0.004606,0.44329,1.098355,0.047547,0.202342
198912,777,26.02,550.0,0.002466,0.358138,1.098433,0.049787,0.109884
199168,778,26.01,550.0,0.010798,0.693318,1.098326,0.048392,0.456553
199424,779,26.01,550.0,0.034066,1.008861,1.098371,0.048205,1.497989
199680,780,25.98,550.0,-0.003764,0.210214,1.098296,0.048203,0.176866
199936,781,25.98,550.0,-0.018538,0.299452,1.098289,0.046672,0.766398
200192,782,25.98,550.0,0.010281,0.285231,1.098332,0.048778,0.456222
